vertical,city_slug,city_name,state_code,state_name,tier,priority,required_provider_dataset,required_listing_json,status,notes
uscis-medical,milwaukee-wi,Milwaukee,WI,Wisconsin,T1,high,true,true,planned,Tier 1 metro
uscis-medical,birmingham-al,Birmingham,AL,Alabama,T2,medium,true,true,planned,State anchor
uscis-medical,anchorage-ak,Anchorage,AK,Alaska,T3,medium,true,true,planned,State anchor
uscis-medical,little-rock-ar,Little Rock,AR,Arkansas,T3,medium,true,true,planned,State anchor
uscis-medical,hartford-ct,Hartford,CT,Connecticut,T3,medium,true,true,planned,State anchor
uscis-medical,wilmington-de,Wilmington,DE,Delaware,T3,medium,true,true,planned,State anchor
uscis-medical,miami-fl,Miami,FL,Florida,T1,high,true,true,planned,Tier 1 metro
uscis-medical,atlanta-ga,Atlanta,GA,Georgia,T1,high,true,true,planned,Tier 1 metro
uscis-medical,honolulu-hi,Honolulu,HI,Hawaii,T2,medium,true,true,planned,State anchor
uscis-medical,boise-id,Boise,ID,Idaho,T3,medium,true,true,planned,State anchor
uscis-medical,des-moines-ia,Des Moines,IA,Iowa,T3,medium,true,true,planned,State anchor
uscis-medical,wichita-ks,Wichita,KS,Kansas,T3,medium,true,true,planned,State anchor
uscis-medical,new-orleans-la,New Orleans,LA,Louisiana,T2,medium,true,true,planned,State anchor
uscis-medical,portland-me,Portland,ME,Maine,T3,medium,true,true,planned,State anchor
uscis-medical,minneapolis-mn,Minneapolis,MN,Minnesota,T2,medium,true,true,planned,State anchor
uscis-medical,jackson-ms,Jackson,MS,Mississippi,T3,medium,true,true,planned,State anchor
uscis-medical,st-louis-mo,St. Louis,MO,Missouri,T2,medium,true,true,planned,State anchor
uscis-medical,billings-mt,Billings,MT,Montana,T3,medium,true,true,planned,State anchor
uscis-medical,omaha-ne,Omaha,NE,Nebraska,T3,medium,true,true,planned,State anchor
uscis-medical,manchester-nh,Manchester,NH,New Hampshire,T3,medium,true,true,planned,State anchor
uscis-medical,newark-nj,Newark,NJ,New Jersey,T2,medium,true,true,planned,State anchor
uscis-medical,albuquerque-nm,Albuquerque,NM,New Mexico,T2,medium,true,true,planned,State anchor
uscis-medical,fargo-nd,Fargo,ND,North Dakota,T3,medium,true,true,planned,State anchor
uscis-medical,providence-ri,Providence,RI,Rhode Island,T3,medium,true,true,planned,State anchor
uscis-medical,charleston-sc,Charleston,SC,South Carolina,T3,medium,true,true,planned,State anchor
uscis-medical,sioux-falls-sd,Sioux Falls,SD,South Dakota,T3,medium,true,true,planned,State anchor
uscis-medical,salt-lake-city-ut,Salt Lake City,UT,Utah,T2,medium,true,true,planned,State anchor
uscis-medical,burlington-vt,Burlington,VT,Vermont,T3,medium,true,true,planned,State anchor
uscis-medical,virginia-beach-va,Virginia Beach,VA,Virginia,T2,medium,true,true,planned,State anchor
uscis-medical,charleston-wv,Charleston,WV,West Virginia,T3,medium,true,true,planned,State anchor
uscis-medical,cheyenne-wy,Cheyenne,WY,Wyoming,T3,medium,true,true,planned,State anchor
