vertical,city_slug,city_name,state_code,state_name,tier,priority,required_provider_dataset,required_listing_json,status,notes
neuro,des-moines-ia,Des Moines,IA,IA,T1,high,true,true,ready,generated baseline coverage target
neuro,detroit-mi,detroit-mi,MI,MI,T1,high,true,true,ready,generated baseline coverage target
neuro,fargo-nd,Fargo,ND,ND,T1,high,true,true,ready,generated baseline coverage target
neuro,hartford-ct,Hartford,CT,CT,T1,high,true,true,ready,generated baseline coverage target
neuro,honolulu-hi,Honolulu,HI,HI,T1,high,true,true,ready,generated baseline coverage target
neuro,houston-tx,houston-tx,TX,TX,T1,high,true,true,ready,generated baseline coverage target
neuro,indianapolis-in,indianapolis-in,IN,IN,T1,high,true,true,ready,generated baseline coverage target
neuro,jackson-ms,Jackson,MS,MS,T1,high,true,true,ready,generated baseline coverage target
neuro,kansas-city-ks,kansas-city-ks,KS,KS,T1,high,true,true,ready,generated baseline coverage target
neuro,las-vegas-nv,las-vegas-nv,NV,NV,T1,high,true,true,ready,generated baseline coverage target
neuro,little-rock-ar,Little Rock,AR,AR,T1,high,true,true,ready,generated baseline coverage target
neuro,los-angeles-ca,los-angeles-ca,CA,CA,T1,high,true,true,ready,generated baseline coverage target
neuro,louisville-ky,Louisville,KY,KY,T1,high,true,true,ready,generated baseline coverage target
neuro,manchester-nh,Manchester,NH,NH,T1,high,true,true,ready,generated baseline coverage target
neuro,memphis-tn,memphis-tn,TN,TN,T1,high,true,true,ready,generated baseline coverage target
neuro,miami-fl,miami-fl,FL,FL,T1,high,true,true,ready,generated baseline coverage target
neuro,milwaukee-wi,Milwaukee,WI,WI,T1,high,true,true,ready,generated baseline coverage target
neuro,minneapolis-mn,minneapolis-mn,MN,MN,T1,high,true,true,ready,generated baseline coverage target
neuro,new-orleans-la,New Orleans,LA,LA,T1,high,true,true,ready,generated baseline coverage target
neuro,new-york-city-ny,new-york-city-ny,NY,NY,T1,high,true,true,ready,generated baseline coverage target
neuro,newark-nj,Newark,NJ,NJ,T1,high,true,true,ready,generated baseline coverage target
neuro,oklahoma-city-ok,Oklahoma City,OK,OK,T1,high,true,true,ready,generated baseline coverage target
neuro,omaha-ne,Omaha,NE,NE,T1,high,true,true,ready,generated baseline coverage target
neuro,orlando-fl,orlando-fl,FL,FL,T1,high,true,true,ready,generated baseline coverage target
neuro,philadelphia-pa,philadelphia-pa,PA,PA,T1,high,true,true,ready,generated baseline coverage target
neuro,phoenix-az,phoenix-az,AZ,AZ,T1,high,true,true,ready,generated baseline coverage target
neuro,portland-me,Portland,ME,ME,T1,high,true,true,ready,generated baseline coverage target
neuro,portland-or,portland-or,OR,OR,T1,high,true,true,ready,generated baseline coverage target
neuro,providence-ri,Providence,RI,RI,T1,high,true,true,ready,generated baseline coverage target
neuro,richmond-va,richmond-va,VA,VA,T1,high,true,true,ready,generated baseline coverage target
neuro,sacramento-ca,sacramento-ca,CA,CA,T1,high,true,true,ready,generated baseline coverage target
neuro,salt-lake-city-ut,Salt Lake City,UT,UT,T1,high,true,true,ready,generated baseline coverage target
neuro,san-diego-ca,san-diego-ca,CA,CA,T1,high,true,true,ready,generated baseline coverage target
neuro,san-francisco-ca,san-francisco-ca,CA,CA,T1,high,true,true,ready,generated baseline coverage target
neuro,seattle-wa,seattle-wa,WA,WA,T1,high,true,true,ready,generated baseline coverage target
neuro,sioux-falls-sd,Sioux Falls,SD,SD,T1,high,true,true,ready,generated baseline coverage target
neuro,st-louis-mo,St. Louis,MO,MO,T1,high,true,true,ready,generated baseline coverage target
neuro,tampa-fl,tampa-fl,FL,FL,T1,high,true,true,ready,generated baseline coverage target
neuro,wilmington-de,Wilmington,DE,DE,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,albuquerque-nm,Albuquerque,NM,NM,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,anchorage-ak,Anchorage,AK,AK,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,atlanta-ga,atlanta-ga,GA,GA,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,baltimore-md,Baltimore,MD,MD,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,billings-mt,Billings,MT,MT,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,birmingham-al,Birmingham,AL,AL,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,boise-id,Boise,ID,ID,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,boston-ma,boston-ma,MA,MA,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,burlington-vt,Burlington,VT,VT,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,charleston-wv,Charleston,WV,WV,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,charlotte-nc,charlotte-nc,NC,NC,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,cheyenne-wy,Cheyenne,WY,WY,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,chicago-il,chicago-il,IL,IL,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,columbia-sc,Columbia,SC,SC,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,columbus-oh,columbus-oh,OH,OH,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,dallas-tx,dallas-tx,TX,TX,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,denver-co,denver-co,CO,CO,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,des-moines-ia,Des Moines,IA,IA,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,detroit-mi,detroit-mi,MI,MI,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,fargo-nd,Fargo,ND,ND,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,hartford-ct,Hartford,CT,CT,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,honolulu-hi,Honolulu,HI,HI,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,houston-tx,houston-tx,TX,TX,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,indianapolis-in,indianapolis-in,IN,IN,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,jackson-ms,Jackson,MS,MS,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,kansas-city-ks,kansas-city-ks,KS,KS,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,las-vegas-nv,las-vegas-nv,NV,NV,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,little-rock-ar,Little Rock,AR,AR,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,los-angeles-ca,los-angeles-ca,CA,CA,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,louisville-ky,Louisville,KY,KY,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,manchester-nh,Manchester,NH,NH,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,memphis-tn,memphis-tn,TN,TN,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,miami-fl,miami-fl,FL,FL,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,milwaukee-wi,Milwaukee,WI,WI,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,minneapolis-mn,minneapolis-mn,MN,MN,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,new-orleans-la,New Orleans,LA,LA,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,new-york-city-ny,new-york-city-ny,NY,NY,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,newark-nj,Newark,NJ,NJ,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,oklahoma-city-ok,Oklahoma City,OK,OK,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,omaha-ne,Omaha,NE,NE,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,orlando-fl,orlando-fl,FL,FL,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,philadelphia-pa,philadelphia-pa,PA,PA,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,phoenix-az,phoenix-az,AZ,AZ,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,portland-me,Portland,ME,ME,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,portland-or,portland-or,OR,OR,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,providence-ri,Providence,RI,RI,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,richmond-va,richmond-va,VA,VA,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,sacramento-ca,sacramento-ca,CA,CA,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,salt-lake-city-ut,Salt Lake City,UT,UT,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,san-diego-ca,san-diego-ca,CA,CA,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,san-francisco-ca,san-francisco-ca,CA,CA,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,seattle-wa,seattle-wa,WA,WA,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,sioux-falls-sd,Sioux Falls,SD,SD,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,st-louis-mo,St. Louis,MO,MO,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,tampa-fl,tampa-fl,FL,FL,T1,high,true,true,ready,generated baseline coverage target
uscis-medical,wilmington-de,Wilmington,DE,DE,T1,high,true,true,ready,generated baseline coverage target
